Gene stable ID	Gene stable ID version	Human gene name	Human gene stable ID
ENSMUSG00000051401	ENSMUSG00000051401.7	KCTD16	ENSG00000183775
ENSMUSG00000116564	ENSMUSG00000116564.1	RIOK2	ENSG00000058729
ENSMUSG00000079481	ENSMUSG00000079481.11	NHSL2	ENSG00000204131
ENSMUSG00000046280	ENSMUSG00000046280.9	SHE	ENSG00000169291
ENSMUSG00000044199	ENSMUSG00000044199.6	S1PR4	ENSG00000125910
ENSMUSG00000042182	ENSMUSG00000042182.16	BEND6	ENSG00000151917
ENSMUSG00000025400	ENSMUSG00000025400.11	TAC3	ENSG00000166863
ENSMUSG00000036499	ENSMUSG00000036499.9	EEA1	ENSG00000102189
ENSMUSG00000038298	ENSMUSG00000038298.14	PDZK1	ENSG00000174827
ENSMUSG00000033952	ENSMUSG00000033952.14	ASPM	ENSG00000066279
ENSMUSG00000027349	ENSMUSG00000027349.5	FAM98B	ENSG00000171262
ENSMUSG00000032652	ENSMUSG00000032652.13	CREBL2	ENSG00000111269
ENSMUSG00000049191	ENSMUSG00000049191.12	RTL5	ENSG00000242732
ENSMUSG00000056679	ENSMUSG00000056679.13	GPR173	ENSG00000184194
ENSMUSG00000060816	ENSMUSG00000060816.3	VN1R5	ENSG00000197617
ENSMUSG00000078816	ENSMUSG00000078816.9	PRKCG	ENSG00000126583
ENSMUSG00000048550	ENSMUSG00000048550.17	THNSL1	ENSG00000185875
ENSMUSG00000062546	ENSMUSG00000062546.5	VN1R5	ENSG00000197617
ENSMUSG00000020513	ENSMUSG00000020513.15	TUBD1	ENSG00000108423
ENSMUSG00000057697	ENSMUSG00000057697.2	VN1R5	ENSG00000197617
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1OR15-1	ENSG00000270505
ENSMUSG00000095889	ENSMUSG00000095889.1	AC135068.8	ENSG00000281179
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-69-2	ENSG00000281990
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-45	ENSG00000211961
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-3	ENSG00000211935
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-18	ENSG00000211945
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-69D	ENSG00000280411
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-24	ENSG00000211950
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-69	ENSG00000211973
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-58	ENSG00000211968
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1OR21-1	ENSG00000277282
ENSMUSG00000095889	ENSMUSG00000095889.1	AC136616.3	ENSG00000278782
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-46	ENSG00000211962
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1-2	ENSG00000211934
ENSMUSG00000095889	ENSMUSG00000095889.1	IGHV1OR15-9	ENSG00000188403
ENSMUSG00000062818	ENSMUSG00000062818.7	VN1R5	ENSG00000197617
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1OR15-1	ENSG00000270505
ENSMUSG00000095197	ENSMUSG00000095197.6	AC135068.8	ENSG00000281179
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-69-2	ENSG00000281990
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-45	ENSG00000211961
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-3	ENSG00000211935
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-18	ENSG00000211945
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-69D	ENSG00000280411
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-24	ENSG00000211950
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-69	ENSG00000211973
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-58	ENSG00000211968
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1OR21-1	ENSG00000277282
ENSMUSG00000095197	ENSMUSG00000095197.6	AC136616.3	ENSG00000278782
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-46	ENSG00000211962
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1-2	ENSG00000211934
ENSMUSG00000095197	ENSMUSG00000095197.6	IGHV1OR15-9	ENSG00000188403
ENSMUSG00000068250	ENSMUSG00000068250.13	AMN1	ENSG00000151743
ENSMUSG00000026621	ENSMUSG00000026621.13	AL445423.3	ENSG00000286231
ENSMUSG00000026621	ENSMUSG00000026621.13	MARC1	ENSG00000186205
ENSMUSG00000041278	ENSMUSG00000041278.10	TTC1	ENSG00000113312
ENSMUSG00000000579	ENSMUSG00000000579.14	DYNLT1	ENSG00000146425
ENSMUSG00000020328	ENSMUSG00000020328.10	NUDCD2	ENSG00000170584
ENSMUSG00000037119	ENSMUSG00000037119.4	FAM91A1	ENSG00000176853
ENSMUSG00000031927	ENSMUSG00000031927.9	C11orf97	ENSG00000257057
ENSMUSG00000006342	ENSMUSG00000006342.15	SUSD2	ENSG00000099994
ENSMUSG00000033047	ENSMUSG00000033047.5	EIF3L	ENSG00000100129
ENSMUSG00000026196	ENSMUSG00000026196.7	BARD1	ENSG00000138376
ENSMUSG00000015702	ENSMUSG00000015702.13	ANXA9	ENSG00000143412
ENSMUSG00000031512	ENSMUSG00000031512.15	TEX29	ENSG00000153495
ENSMUSG00000025089	ENSMUSG00000025089.15	GFRA1	ENSG00000151892
ENSMUSG00000034177	ENSMUSG00000034177.15	RNF43	ENSG00000108375
ENSMUSG00000034177	ENSMUSG00000034177.15	AC004687.2	ENSG00000285897
ENSMUSG00000019990	ENSMUSG00000019990.15	PDE7B	ENSG00000171408
ENSMUSG00000037625	ENSMUSG00000037625.7	CLDN11	ENSG00000013297
ENSMUSG00000037625	ENSMUSG00000037625.7	AC026316.4	ENSG00000285218
ENSMUSG00000018973	ENSMUSG00000018973.2	HOXB1	ENSG00000120094
ENSMUSG00000041763	ENSMUSG00000041763.14	TPP2	ENSG00000134900
ENSMUSG00000002210	ENSMUSG00000002210.11	SMG9	ENSG00000105771
ENSMUSG00000028322	ENSMUSG00000028322.11	EXOSC3	ENSG00000107371
ENSMUSG00000006311	ENSMUSG00000006311.8	ETV2	ENSG00000105672
ENSMUSG00000039013	ENSMUSG00000039013.16	CD33	ENSG00000105383
ENSMUSG00000039013	ENSMUSG00000039013.16	SIGLEC6	ENSG00000105492
ENSMUSG00000040410	ENSMUSG00000040410.14	FBXL4	ENSG00000112234
ENSMUSG00000058248	ENSMUSG00000058248.12	AL590132.1	ENSG00000284299
ENSMUSG00000003119	ENSMUSG00000003119.14	CDK12	ENSG00000167258
ENSMUSG00000037315	ENSMUSG00000037315.15	JADE3	ENSG00000102221
ENSMUSG00000021891	ENSMUSG00000021891.8	METTL6	ENSG00000206562
ENSMUSG00000023852	ENSMUSG00000023852.14	CHD1	ENSG00000153922
ENSMUSG00000005506	ENSMUSG00000005506.16	CELF1	ENSG00000149187
ENSMUSG00000015880	ENSMUSG00000015880.13	NCAPG	ENSG00000109805
ENSMUSG00000001998	ENSMUSG00000001998.15	AP4E1	ENSG00000081014
ENSMUSG00000035572	ENSMUSG00000035572.16	DCAF10	ENSG00000122741
ENSMUSG00000026645	ENSMUSG00000026645.11	OLAH	ENSG00000152463
ENSMUSG00000015711	ENSMUSG00000015711.8	PRUNE1	ENSG00000143363
ENSMUSG00000028953	ENSMUSG00000028953.10	ABCF2	ENSG00000285292
ENSMUSG00000028953	ENSMUSG00000028953.10	ABCF2	ENSG00000033050
ENSMUSG00000047583	ENSMUSG00000047583.9	TYW3	ENSG00000162623
ENSMUSG00000028757	ENSMUSG00000028757.4	DDOST	ENSG00000244038
ENSMUSG00000038712	ENSMUSG00000038712.16	MINDY1	ENSG00000143409
ENSMUSG00000039330	ENSMUSG00000039330.5	TSGA10IP	ENSG00000175513
ENSMUSG00000027947	ENSMUSG00000027947.11	IL6R	ENSG00000160712
ENSMUSG00000030032	ENSMUSG00000030032.12	WDR54	ENSG00000005448
ENSMUSG00000071015	ENSMUSG00000071015.2	C6orf163	ENSG00000203872
ENSMUSG00000039157	ENSMUSG00000039157.12	FAM102A	ENSG00000167106
ENSMUSG00000016619	ENSMUSG00000016619.10	NUP50	ENSG00000093000
ENSMUSG00000079737	ENSMUSG00000079737.4	PPHLN1	ENSG00000134283
ENSMUSG00000050541	ENSMUSG00000050541.14	ADRA1B	ENSG00000170214
ENSMUSG00000015882	ENSMUSG00000015882.18	LCORL	ENSG00000178177
ENSMUSG00000031635	ENSMUSG00000031635.14	ANXA10	ENSG00000109511
ENSMUSG00000024905	ENSMUSG00000024905.15	TESMIN	ENSG00000132749
ENSMUSG00000003418	ENSMUSG00000003418.11	ST8SIA6	ENSG00000148488
ENSMUSG00000072707	ENSMUSG00000072707.3	OR2T1	ENSG00000175143
ENSMUSG00000022684	ENSMUSG00000022684.15	BFAR	ENSG00000103429
ENSMUSG00000047909	ENSMUSG00000047909.11	ANKRD16	ENSG00000134461
ENSMUSG00000021890	ENSMUSG00000021890.6	EAF1	ENSG00000144597
ENSMUSG00000033967	ENSMUSG00000033967.4	RNF225	ENSG00000269855
ENSMUSG00000085793	ENSMUSG00000085793.2	LIN52	ENSG00000205659
ENSMUSG00000052353	ENSMUSG00000052353.13	CEMIP	ENSG00000103888
ENSMUSG00000069072	ENSMUSG00000069072.9	SLC7A14	ENSG00000013293
ENSMUSG00000026068	ENSMUSG00000026068.11	IL18RAP	ENSG00000115607
ENSMUSG00000042064	ENSMUSG00000042064.13	MYO3B	ENSG00000071909
ENSMUSG00000074377	ENSMUSG00000074377.12	SULT2A1	ENSG00000105398
ENSMUSG00000043230	ENSMUSG00000043230.2	FAM124B	ENSG00000124019
ENSMUSG00000045967	ENSMUSG00000045967.11	GPR158	ENSG00000151025
ENSMUSG00000028599	ENSMUSG00000028599.10	TNFRSF1B	ENSG00000028137
ENSMUSG00000078520	ENSMUSG00000078520.3	CELA3B	ENSG00000219073
ENSMUSG00000078520	ENSMUSG00000078520.3	CELA3A	ENSG00000142789
ENSMUSG00000032002	ENSMUSG00000032002.10	DCUN1D5	ENSG00000137692
ENSMUSG00000028199	ENSMUSG00000028199.18	CRYZ	ENSG00000116791
ENSMUSG00000034930	ENSMUSG00000034930.16	RTKN	ENSG00000114993
ENSMUSG00000036782	ENSMUSG00000036782.13	KLHL13	ENSG00000003096
ENSMUSG00000042515	ENSMUSG00000042515.13	PWWP3B	ENSG00000157502
ENSMUSG00000038304	ENSMUSG00000038304.14	CD160	ENSG00000117281
ENSMUSG00000057726	ENSMUSG00000057726.3	SERPINB9	ENSG00000170542
ENSMUSG00000028607	ENSMUSG00000028607.16	CPT2	ENSG00000157184
ENSMUSG00000028310	ENSMUSG00000028310.2	PPP3R2	ENSG00000188386
ENSMUSG00000052684	ENSMUSG00000052684.4	JUN	ENSG00000177606
ENSMUSG00000037375	ENSMUSG00000037375.16	HHAT	ENSG00000054392
ENSMUSG00000039579	ENSMUSG00000039579.15	GRIN3A	ENSG00000198785
ENSMUSG00000109572	ENSMUSG00000109572.1	CFAP99	ENSG00000206113
ENSMUSG00000032988	ENSMUSG00000032988.4	SLC16A8	ENSG00000100156
ENSMUSG00000024914	ENSMUSG00000024914.16	DRAP1	ENSG00000175550
ENSMUSG00000008822	ENSMUSG00000008822.15	ACYP1	ENSG00000119640
ENSMUSG00000025894	ENSMUSG00000025894.11	AASDHPPT	ENSG00000149313
ENSMUSG00000116121	ENSMUSG00000116121.1	PICK1	ENSG00000100151
ENSMUSG00000029110	ENSMUSG00000029110.13	RNF4	ENSG00000063978
ENSMUSG00000068206	ENSMUSG00000068206.13	PICK1	ENSG00000100151
ENSMUSG00000044378	ENSMUSG00000044378.12	SLC15A5	ENSG00000188991
ENSMUSG00000044224	ENSMUSG00000044224.16	DNAJC21	ENSG00000168724
ENSMUSG00000049680	ENSMUSG00000049680.17	URGCP	ENSG00000106608
ENSMUSG00000056822	ENSMUSG00000056822.4	OR2L13	ENSG00000196071
ENSMUSG00000040483	ENSMUSG00000040483.15	XAF1	ENSG00000132530
ENSMUSG00000028096	ENSMUSG00000028096.13	GPR89B	ENSG00000188092
ENSMUSG00000028096	ENSMUSG00000028096.13	GPR89A	ENSG00000117262
ENSMUSG00000064289	ENSMUSG00000064289.15	TANK	ENSG00000136560
ENSMUSG00000050954	ENSMUSG00000050954.15	ZNF169	ENSG00000175787
ENSMUSG00000036046	ENSMUSG00000036046.14	KIAA0930	ENSG00000100364
ENSMUSG00000033253	ENSMUSG00000033253.18	SZT2	ENSG00000198198
ENSMUSG00000036733	ENSMUSG00000036733.16	RBM42	ENSG00000126254
ENSMUSG00000030954	ENSMUSG00000030954.10	GP2	ENSG00000169347
ENSMUSG00000004364	ENSMUSG00000004364.14	CUL3	ENSG00000036257
ENSMUSG00000028411	ENSMUSG00000028411.15	APTX	ENSG00000137074
ENSMUSG00000028756	ENSMUSG00000028756.12	PINK1	ENSG00000158828
ENSMUSG00000039760	ENSMUSG00000039760.8	IL22RA2	ENSG00000164485
ENSMUSG00000039990	ENSMUSG00000039990.16	EDRF1	ENSG00000107938
ENSMUSG00000019843	ENSMUSG00000019843.14	FYN	ENSG00000010810
ENSMUSG00000015749	ENSMUSG00000015749.12	ANP32E	ENSG00000143401
ENSMUSG00000050578	ENSMUSG00000050578.10	MMP13	ENSG00000137745
ENSMUSG00000030742	ENSMUSG00000030742.7	LAT	ENSG00000213658
ENSMUSG00000051118	ENSMUSG00000051118.9	OR7D4	ENSG00000174667
ENSMUSG00000026834	ENSMUSG00000026834.13	ACVR1C	ENSG00000123612
ENSMUSG00000071715	ENSMUSG00000071715.12	NCF4	ENSG00000100365
ENSMUSG00000020477	ENSMUSG00000020477.10	MRPS24	ENSG00000062582
ENSMUSG00000078762	ENSMUSG00000078762.10	HAUS5	ENSG00000249115
ENSMUSG00000026650	ENSMUSG00000026650.15	MEIG1	ENSG00000197889
ENSMUSG00000028295	ENSMUSG00000028295.14	SMIM8	ENSG00000111850
ENSMUSG00000055923	ENSMUSG00000055923.16	AASDH	ENSG00000157426
ENSMUSG00000030787	ENSMUSG00000030787.4	LYVE1	ENSG00000133800
ENSMUSG00000026368	ENSMUSG00000026368.6	F13B	ENSG00000143278
ENSMUSG00000027165	ENSMUSG00000027165.16	C11orf74	ENSG00000166352
ENSMUSG00000037797	ENSMUSG00000037797.14	ADH4	ENSG00000198099
ENSMUSG00000057123	ENSMUSG00000057123.14	GJA5	ENSG00000265107
ENSMUSG00000049908	ENSMUSG00000049908.6	GJA8	ENSG00000121634
ENSMUSG00000095139	ENSMUSG00000095139.2	POU3F2	ENSG00000184486
ENSMUSG00000064141	ENSMUSG00000064141.14	ZFP69	ENSG00000187815
ENSMUSG00000034480	ENSMUSG00000034480.18	DIAPH2	ENSG00000147202
ENSMUSG00000096014	ENSMUSG00000096014.1	SOX1	ENSG00000182968
ENSMUSG00000057037	ENSMUSG00000057037.8	CFHR1	ENSG00000244414
ENSMUSG00000057037	ENSMUSG00000057037.8	CFHR2	ENSG00000080910
ENSMUSG00000025204	ENSMUSG00000025204.10	AL133352.1	ENSG00000255339
ENSMUSG00000025204	ENSMUSG00000025204.10	NDUFB8	ENSG00000166136
ENSMUSG00000021414	ENSMUSG00000021414.8	FAM217A	ENSG00000145975
ENSMUSG00000021866	ENSMUSG00000021866.15	ANXA11	ENSG00000122359
ENSMUSG00000020485	ENSMUSG00000020485.14	SUPT4H1	ENSG00000213246
ENSMUSG00000037822	ENSMUSG00000037822.12	SMIM14	ENSG00000163683
ENSMUSG00000032641	ENSMUSG00000032641.18	GPR19	ENSG00000183150
ENSMUSG00000002265	ENSMUSG00000002265.17	PEG3	ENSG00000198300
ENSMUSG00000024907	ENSMUSG00000024907.7	GAL	ENSG00000069482
ENSMUSG00000045225	ENSMUSG00000045225.4	OR5W2	ENSG00000187612
ENSMUSG00000011179	ENSMUSG00000011179.8	ODC1	ENSG00000115758
ENSMUSG00000026981	ENSMUSG00000026981.15	IL1RN	ENSG00000136689
ENSMUSG00000027692	ENSMUSG00000027692.16	TNIK	ENSG00000154310
ENSMUSG00000021363	ENSMUSG00000021363.14	MAK	ENSG00000111837
ENSMUSG00000004500	ENSMUSG00000004500.9	ZNF324B	ENSG00000249471
ENSMUSG00000004500	ENSMUSG00000004500.9	ZNF324	ENSG00000083812
ENSMUSG00000063275	ENSMUSG00000063275.15	HACD1	ENSG00000165996
ENSMUSG00000038181	ENSMUSG00000038181.16	CHPF2	ENSG00000033100
ENSMUSG00000073481	ENSMUSG00000073481.9	MARC2	ENSG00000117791
ENSMUSG00000010435	ENSMUSG00000010435.7	SPACA7	ENSG00000153498
ENSMUSG00000021518	ENSMUSG00000021518.4	PTDSS1	ENSG00000156471
ENSMUSG00000040158	ENSMUSG00000040158.12	TAX1BP3	ENSG00000213977
ENSMUSG00000045545	ENSMUSG00000045545.8	KRT14	ENSG00000186847
ENSMUSG00000108841	ENSMUSG00000108841.1	FRMPD2	ENSG00000170324
ENSMUSG00000028949	ENSMUSG00000028949.13	SMARCD3	ENSG00000082014
ENSMUSG00000029201	ENSMUSG00000029201.14	UGDH	ENSG00000109814
ENSMUSG00000038319	ENSMUSG00000038319.14	KCNH2	ENSG00000055118
ENSMUSG00000023070	ENSMUSG00000023070.6	RGN	ENSG00000130988
ENSMUSG00000051984	ENSMUSG00000051984.13	SEC31B	ENSG00000075826
ENSMUSG00000002108	ENSMUSG00000002108.10	NR1H3	ENSG00000025434
ENSMUSG00000069806	ENSMUSG00000069806.5	CACNG7	ENSG00000105605
ENSMUSG00000050803	ENSMUSG00000050803.4	OR7E24	ENSG00000237521
ENSMUSG00000096001	ENSMUSG00000096001.2	C10orf99	ENSG00000188373
ENSMUSG00000006395	ENSMUSG00000006395.16	HYI	ENSG00000178922
ENSMUSG00000094651	ENSMUSG00000094651.2	GAL3ST2	ENSG00000154252
ENSMUSG00000026237	ENSMUSG00000026237.5	NMUR1	ENSG00000171596
ENSMUSG00000027931	ENSMUSG00000027931.12	NPR1	ENSG00000169418
ENSMUSG00000022422	ENSMUSG00000022422.13	DSCC1	ENSG00000136982
ENSMUSG00000056708	ENSMUSG00000056708.5	IER5	ENSG00000162783
ENSMUSG00000005949	ENSMUSG00000005949.9	CTNS	ENSG00000040531
ENSMUSG00000039205	ENSMUSG00000039205.16	CIZ1	ENSG00000148337
ENSMUSG00000005611	ENSMUSG00000005611.15	MRVI1	ENSG00000072952
ENSMUSG00000110171	ENSMUSG00000110171.2	OR5P2	ENSG00000183303
ENSMUSG00000036760	ENSMUSG00000036760.7	KCNK9	ENSG00000169427
ENSMUSG00000044617	ENSMUSG00000044617.8	ZBTB39	ENSG00000166860
ENSMUSG00000023433	ENSMUSG00000023433.8	CELA3B	ENSG00000219073
ENSMUSG00000023433	ENSMUSG00000023433.8	CELA3A	ENSG00000142789
ENSMUSG00000005677	ENSMUSG00000005677.14	NR1I3	ENSG00000143257
ENSMUSG00000023073	ENSMUSG00000023073.2	SLC10A2	ENSG00000125255
ENSMUSG00000058396	ENSMUSG00000058396.7	GPR182	ENSG00000166856
ENSMUSG00000070388	ENSMUSG00000070388.3	FBXO39	ENSG00000177294
ENSMUSG00000040713	ENSMUSG00000040713.12	CREG1	ENSG00000143162
ENSMUSG00000021416	ENSMUSG00000021416.11	ECI2	ENSG00000198721
ENSMUSG00000026781	ENSMUSG00000026781.17	ACBD5	ENSG00000107897
ENSMUSG00000025893	ENSMUSG00000025893.8	KBTBD3	ENSG00000182359
ENSMUSG00000108995	ENSMUSG00000108995.1	OR5P2	ENSG00000183303
ENSMUSG00000093805	ENSMUSG00000093805.7	GAL3ST2	ENSG00000154252
ENSMUSG00000028453	ENSMUSG00000028453.10	FANCG	ENSG00000221829
ENSMUSG00000046152	ENSMUSG00000046152.16	FUT10	ENSG00000172728
ENSMUSG00000096068	ENSMUSG00000096068.1	OR5P2	ENSG00000183303
ENSMUSG00000045903	ENSMUSG00000045903.9	NPAS4	ENSG00000174576
ENSMUSG00000049741	ENSMUSG00000049741.4	RXFP4	ENSG00000173080
ENSMUSG00000020077	ENSMUSG00000020077.14	SRGN	ENSG00000122862
ENSMUSG00000032864	ENSMUSG00000032864.4	RAG2	ENSG00000175097
ENSMUSG00000002205	ENSMUSG00000002205.16	VRK3	ENSG00000105053
ENSMUSG00000079480	ENSMUSG00000079480.3	PIN4	ENSG00000102309
ENSMUSG00000060888	ENSMUSG00000060888.4	OR51F1	ENSG00000280021
ENSMUSG00000061119	ENSMUSG00000061119.7	PRCP	ENSG00000137509
ENSMUSG00000045064	ENSMUSG00000045064.4	ZC2HC1C	ENSG00000119703
ENSMUSG00000041708	ENSMUSG00000041708.12	MPPED1	ENSG00000186732
ENSMUSG00000061311	ENSMUSG00000061311.6	RAG1	ENSG00000166349
ENSMUSG00000096486	ENSMUSG00000096486.1	ATP5MG	ENSG00000167283
ENSMUSG00000096486	ENSMUSG00000096486.1	ATP5MGL	ENSG00000249222
ENSMUSG00000023964	ENSMUSG00000023964.15	CALCR	ENSG00000004948
ENSMUSG00000034792	ENSMUSG00000034792.8	GNA15	ENSG00000060558
ENSMUSG00000095929	ENSMUSG00000095929.2	OR5P2	ENSG00000183303
ENSMUSG00000041245	ENSMUSG00000041245.13	WNK3	ENSG00000196632
ENSMUSG00000021415	ENSMUSG00000021415.13	C6orf201	ENSG00000185689
ENSMUSG00000047786	ENSMUSG00000047786.12	LIX1	ENSG00000145721
ENSMUSG00000028602	ENSMUSG00000028602.12	TNFRSF8	ENSG00000120949
ENSMUSG00000024792	ENSMUSG00000024792.9	ZFPL1	ENSG00000162300
ENSMUSG00000020897	ENSMUSG00000020897.12	AURKB	ENSG00000178999
ENSMUSG00000039065	ENSMUSG00000039065.11	ATPSCKMT	ENSG00000150756
ENSMUSG00000073965	ENSMUSG00000073965.1	OR51F2	ENSG00000176925
ENSMUSG00000041303	ENSMUSG00000041303.7	GTF3C3	ENSG00000119041
ENSMUSG00000030098	ENSMUSG00000030098.15	GRIP2	ENSG00000144596
ENSMUSG00000022435	ENSMUSG00000022435.6	UPK3A	ENSG00000100373
ENSMUSG00000039201	ENSMUSG00000039201.9	TBC1D25	ENSG00000068354
ENSMUSG00000034349	ENSMUSG00000034349.14	SMC4	ENSG00000113810
ENSMUSG00000017548	ENSMUSG00000017548.15	SUZ12	ENSG00000178691
ENSMUSG00000021806	ENSMUSG00000021806.4	NID2	ENSG00000087303
ENSMUSG00000022568	ENSMUSG00000022568.17	SCRIB	ENSG00000180900
ENSMUSG00000020698	ENSMUSG00000020698.11	CCT6B	ENSG00000132141
ENSMUSG00000028943	ENSMUSG00000028943.18	ESPN	ENSG00000187017
ENSMUSG00000047626	ENSMUSG00000047626.4	OR6C2	ENSG00000179695
ENSMUSG00000005674	ENSMUSG00000005674.9	TOMM40L	ENSG00000158882
ENSMUSG00000019842	ENSMUSG00000019842.6	TRAF3IP2	ENSG00000056972
ENSMUSG00000057897	ENSMUSG00000057897.14	CAMK2B	ENSG00000058404
ENSMUSG00000024354	ENSMUSG00000024354.13	SLC23A1	ENSG00000170482
ENSMUSG00000021520	ENSMUSG00000021520.4	UQCRB	ENSG00000156467
ENSMUSG00000074476	ENSMUSG00000074476.6	SPC24	ENSG00000161888
ENSMUSG00000008789	ENSMUSG00000008789.10	CEACAM4	ENSG00000105352
ENSMUSG00000078365	ENSMUSG00000078365.5	MOS	ENSG00000172680
ENSMUSG00000024677	ENSMUSG00000024677.13	MS4A6E	ENSG00000166926
ENSMUSG00000024677	ENSMUSG00000024677.13	MS4A6A	ENSG00000110077
ENSMUSG00000031928	ENSMUSG00000031928.15	MRE11	ENSG00000020922
ENSMUSG00000066306	ENSMUSG00000066306.13	NUMA1	ENSG00000137497
ENSMUSG00000025758	ENSMUSG00000025758.10	PLK4	ENSG00000142731
ENSMUSG00000042961	ENSMUSG00000042961.13	EGFLAM	ENSG00000164318
ENSMUSG00000026135	ENSMUSG00000026135.17	ZNF142	ENSG00000115568
ENSMUSG00000028060	ENSMUSG00000028060.14	KHDC4	ENSG00000132680
ENSMUSG00000030177	ENSMUSG00000030177.14	CCDC77	ENSG00000120647
ENSMUSG00000028437	ENSMUSG00000028437.14	UBAP1	ENSG00000165006
ENSMUSG00000020286	ENSMUSG00000020286.12	C2orf74	ENSG00000237651
ENSMUSG00000018171	ENSMUSG00000018171.9	VMP1	ENSG00000062716
ENSMUSG00000099009	ENSMUSG00000099009.1	RDH16	ENSG00000139547
ENSMUSG00000089789	ENSMUSG00000089789.1	RDH16	ENSG00000139547
ENSMUSG00000053395	ENSMUSG00000053395.15	CACNG8	ENSG00000142408
ENSMUSG00000041124	ENSMUSG00000041124.11	MSANTD4	ENSG00000170903
ENSMUSG00000021519	ENSMUSG00000021519.11	MTERF3	ENSG00000156469
ENSMUSG00000020326	ENSMUSG00000020326.7	CCNG1	ENSG00000113328
ENSMUSG00000028755	ENSMUSG00000028755.3	CDA	ENSG00000158825
ENSMUSG00000056148	ENSMUSG00000056148.8	RDH16	ENSG00000139547
ENSMUSG00000025262	ENSMUSG00000025262.8	FAM120C	ENSG00000184083
ENSMUSG00000024799	ENSMUSG00000024799.16	TM7SF2	ENSG00000149809
ENSMUSG00000037058	ENSMUSG00000037058.16	PAIP2	ENSG00000120727
ENSMUSG00000059898	ENSMUSG00000059898.9	DSC3	ENSG00000134762
ENSMUSG00000044454	ENSMUSG00000044454.5	OR7D4	ENSG00000174667
ENSMUSG00000048027	ENSMUSG00000048027.9	RGMB	ENSG00000174136
ENSMUSG00000095294	ENSMUSG00000095294.2	POTEA	ENSG00000188877
ENSMUSG00000048012	ENSMUSG00000048012.19	ZNF473	ENSG00000142528
ENSMUSG00000021486	ENSMUSG00000021486.7	PRELID1	ENSG00000169230
ENSMUSG00000008540	ENSMUSG00000008540.11	MGST1	ENSG00000008394
ENSMUSG00000040998	ENSMUSG00000040998.18	NPNT	ENSG00000168743
ENSMUSG00000026565	ENSMUSG00000026565.18	POU2F1	ENSG00000143190
ENSMUSG00000040624	ENSMUSG00000040624.18	PLEKHG1	ENSG00000120278
ENSMUSG00000020649	ENSMUSG00000020649.11	RRM2	ENSG00000171848
ENSMUSG00000020224	ENSMUSG00000020224.15	LLPH	ENSG00000139233
ENSMUSG00000022521	ENSMUSG00000022521.10	CREBBP	ENSG00000005339
ENSMUSG00000034789	ENSMUSG00000034789.8	RAB24	ENSG00000169228
ENSMUSG00000041605	ENSMUSG00000041605.16	INAVA	ENSG00000163362
ENSMUSG00000091402	ENSMUSG00000091402.7	RD3L	ENSG00000227729
ENSMUSG00000026471	ENSMUSG00000026471.14	MR1	ENSG00000153029
ENSMUSG00000032870	ENSMUSG00000032870.8	SMAP2	ENSG00000084070
ENSMUSG00000021807	ENSMUSG00000021807.6	RTRAF	ENSG00000087302
ENSMUSG00000026810	ENSMUSG00000026810.12	DPM2	ENSG00000136908
ENSMUSG00000021485	ENSMUSG00000021485.14	MXD3	ENSG00000213347
ENSMUSG00000062028	ENSMUSG00000062028.8	IRGC	ENSG00000124449
ENSMUSG00000027347	ENSMUSG00000027347.18	RASGRP1	ENSG00000172575
ENSMUSG00000054003	ENSMUSG00000054003.13	TDRD9	ENSG00000156414
ENSMUSG00000030963	ENSMUSG00000030963.6	UMOD	ENSG00000169344
ENSMUSG00000033364	ENSMUSG00000033364.13	USP37	ENSG00000135913
ENSMUSG00000030180	ENSMUSG00000030180.15	KDM5A	ENSG00000073614
ENSMUSG00000057440	ENSMUSG00000057440.8	MPP7	ENSG00000150054
ENSMUSG00000004296	ENSMUSG00000004296.14	IL12B	ENSG00000113302
ENSMUSG00000041571	ENSMUSG00000041571.9	SELENOW	ENSG00000178980
